CO_UF;NO_UF;CO_MUNICIPIO;NO_MUNICIPIO;DEPENDENCIA_ADM;LOCALIZACAO;MEDIA_5_LP;MEDIA_5_MT;MEDIA
17;Tocantins;1707108;Divinópolis do Tocantins;Municipal;Total;209,08;214,75;211,915
17;Tocantins;1707207;Dois Irmãos do Tocantins;Municipal;Total;182,94;202,41;192,675
17;Tocantins;1707306;Dueré;Municipal;Total;208,45;220,65;214,55
17;Tocantins;1707405;Esperantina;Municipal;Total;170,93;184,81;177,87
17;Tocantins;1707553;Fátima;Municipal;Total;199,84;203,67;201,755
17;Tocantins;1707652;Figueirópolis;Municipal;Total;211,01;208,93;209,97
17;Tocantins;1707702;Filadélfia;Municipal;Total;149,1;167,34;158,22
17;Tocantins;1708205;Formoso do Araguaia;Municipal;Total;195,28;203,33;199,305
17;Tocantins;1708254;Fortaleza do Tabocão;Municipal;Total;200,62;199,97;200,295
17;Tocantins;1708304;Goianorte;Municipal;Total;198,09;198,17;198,13
17;Tocantins;1709005;Goiatins;Municipal;Total;166,38;179,34;172,86
17;Tocantins;1709302;Guaraí;Municipal;Total;208,68;214,82;211,75
17;Tocantins;1709500;Gurupi;Municipal;Total;193,64;199,18;196,41
17;Tocantins;1709807;Ipueiras;Municipal;Total;182,92;203,29;193,105
17;Tocantins;1710508;Itacajá;Municipal;Total;197,97;211,7;204,835
17;Tocantins;1710706;Itaguatins;Municipal;Total;169,34;176,8;173,07
17;Tocantins;1710904;Itapiratins;Municipal;Total;183,2;198,42;190,81
17;Tocantins;1711100;Itaporã do Tocantins;Municipal;Total;193,34;204,45;198,895
17;Tocantins;1711506;Jaú do Tocantins;Municipal;Total;197;207,65;202,325
17;Tocantins;1711803;Juarina;Municipal;Total;180,49;193,7;187,095
17;Tocantins;1711902;Lagoa da Confusão;Municipal;Total;166,31;177,13;171,72
17;Tocantins;1711951;Lagoa do Tocantins;Municipal;Total;183,31;193,81;188,56
17;Tocantins;1712009;Lajeado;Municipal;Total;188,36;197,61;192,985
17;Tocantins;1712405;Lizarda;Municipal;Total;175,22;186,82;181,02
17;Tocantins;1712454;Luzinópolis;Municipal;Total;177,92;188,38;183,15
17;Tocantins;1712504;Marianópolis do Tocantins;Municipal;Total;195,64;202,9;199,27
17;Tocantins;1712702;Mateiros;Municipal;Total;182,9;196,18;189,54
17;Tocantins;1712801;Maurilândia do Tocantins;Municipal;Total;187,2;201,74;194,47
17;Tocantins;1713205;Miracema do Tocantins;Municipal;Total;172,13;184,41;178,27
17;Tocantins;1713304;Miranorte;Municipal;Total;201,85;214,13;207,99
17;Tocantins;1713601;Monte do Carmo;Municipal;Total;166,87;176,55;171,71
17;Tocantins;1713700;Monte Santo do Tocantins;Municipal;Total;194,14;207,24;200,69
17;Tocantins;1713809;Palmeiras do Tocantins;Municipal;Total;194,28;200,71;197,495
17;Tocantins;1713957;Muricilândia;Municipal;Total;186,47;187,07;186,77
17;Tocantins;1714203;Natividade;Municipal;Total;205,15;216,43;210,79
17;Tocantins;1714302;Nazaré;Municipal;Total;209,68;228,09;218,885
17;Tocantins;1714880;Nova Olinda;Municipal;Total;173,67;182,7;178,185
17;Tocantins;1715002;Nova Rosalândia;Municipal;Total;216,8;213,63;215,215
17;Tocantins;1715101;Novo Acordo;Municipal;Total;176,33;191,86;184,095
17;Tocantins;1715259;Novo Jardim;Municipal;Total;182,93;187,65;185,29
17;Tocantins;1715507;Oliveira de Fátima;Municipal;Total;175,31;177,8;176,555
17;Tocantins;1715705;Palmeirante;Municipal;Total;155,46;171,12;163,29
17;Tocantins;1715754;Palmeirópolis;Municipal;Total;218,11;234,51;226,31
17;Tocantins;1716109;Paraíso do Tocantins;Municipal;Total;222,47;230,93;226,7
17;Tocantins;1716208;Paranã;Municipal;Total;166,84;173,37;170,105
17;Tocantins;1716307;Pau D'Arco;Municipal;Total;181,22;192,92;187,07
17;Tocantins;1716505;Pedro Afonso;Municipal;Total;213,39;221,6;217,495
17;Tocantins;1716604;Peixe;Municipal;Total;198,61;205,42;202,015
17;Tocantins;1716653;Pequizeiro;Municipal;Total;199,32;208;203,66
17;Tocantins;1716703;Colméia;Municipal;Total;196,7;200,8;198,75
17;Tocantins;1717008;Pindorama do Tocantins;Municipal;Total;193,73;206,33;200,03
17;Tocantins;1717206;Piraquê;Municipal;Total;182,08;202,93;192,505
17;Tocantins;1717503;Pium;Municipal;Total;184,98;179,88;182,43
17;Tocantins;1717800;Ponte Alta do Bom Jesus;Municipal;Total;189,88;187,19;188,535
17;Tocantins;1717909;Ponte Alta do Tocantins;Municipal;Total;178,09;197,45;187,77
17;Tocantins;1718006;Porto Alegre do Tocantins;Municipal;Total;195,11;210,86;202,985
17;Tocantins;1718204;Porto Nacional;Municipal;Total;201,79;209,61;205,7
17;Tocantins;1718303;Praia Norte;Municipal;Total;158,28;168,61;163,445
17;Tocantins;1718402;Presidente Kennedy;Municipal;Total;201,93;209,06;205,495
17;Tocantins;1718451;Pugmil;Municipal;Total;179,98;200,34;190,16
17;Tocantins;1718501;Recursolândia;Municipal;Total;161,71;174,52;168,115
17;Tocantins;1718550;Riachinho;Municipal;Total;193,1;202;197,55
17;Tocantins;1718659;Rio da Conceição;Municipal;Total;190,51;198,88;194,695
17;Tocantins;1718709;Rio dos Bois;Municipal;Total;179,95;185,18;182,565
17;Tocantins;1718758;Rio Sono;Municipal;Total;153,5;168,81;161,155
17;Tocantins;1718808;Sampaio;Municipal;Total;188,53;205,5;197,015
17;Tocantins;1718840;Sandolândia;Municipal;Total;201,74;217,58;209,66
17;Tocantins;1718865;Santa Fé do Araguaia;Municipal;Total;164,7;173,83;169,265
17;Tocantins;1718881;Santa Maria do Tocantins;Municipal;Total;185,09;191,68;188,385
17;Tocantins;1718899;Santa Rita do Tocantins;Municipal;Total;178,53;181,87;180,2
17;Tocantins;1718907;Santa Rosa do Tocantins;Municipal;Total;179,97;186,7;183,335
17;Tocantins;1719004;Santa Tereza do Tocantins;Municipal;Total;175,42;187,79;181,605
17;Tocantins;1720002;Santa Terezinha do Tocantins;Municipal;Total;166,78;180,64;173,71
17;Tocantins;1720101;São Bento do Tocantins;Municipal;Total;176,01;186,07;181,04
17;Tocantins;1720200;São Miguel do Tocantins;Municipal;Total;177,79;192,72;185,255
17;Tocantins;1720259;São Salvador do Tocantins;Municipal;Total;190,37;193,14;191,755
17;Tocantins;1720309;São Sebastião do Tocantins;Municipal;Total;185,78;181,63;183,705
17;Tocantins;1720499;São Valério;Municipal;Total;217,54;221,86;219,7
17;Tocantins;1720655;Silvanópolis;Municipal;Total;194,79;200,73;197,76
17;Tocantins;1720804;Sítio Novo do Tocantins;Municipal;Total;179,62;189,3;184,46
17;Tocantins;1720853;Sucupira;Municipal;Total;189,76;189,73;189,745
17;Tocantins;1720903;Taguatinga;Municipal;Total;199,48;212,07;205,775
17;Tocantins;1720937;Taipas do Tocantins;Municipal;Total;187,31;206,26;196,785
17;Tocantins;1720978;Talismã;Municipal;Total;194,63;201,86;198,245
17;Tocantins;1721000;Palmas;Municipal;Total;225,5;237,86;231,68
17;Tocantins;1721109;Tocantínia;Municipal;Total;193,74;201,6;197,67
17;Tocantins;1721208;Tocantinópolis;Municipal;Total;188,91;195,93;192,42
17;Tocantins;1721257;Tupirama;Municipal;Total;186,35;197,49;191,92
17;Tocantins;1721307;Tupiratins;Municipal;Total;176,21;202,56;189,385
17;Tocantins;1722081;Wanderlândia;Municipal;Total;187,64;199,11;193,375
17;Tocantins;1722107;Xambioá;Municipal;Total;186,22;188,88;187,55
21;Maranhão;2100055;Açailândia;Municipal;Total;191,12;195,82;193,47
21;Maranhão;2100105;Afonso Cunha;Municipal;Total;169,61;180,76;175,185
21;Maranhão;2100154;Água Doce do Maranhão;Municipal;Total;172,85;180,24;176,545
21;Maranhão;2100204;Alcântara;Municipal;Total;170,52;178,45;174,485
21;Maranhão;2100303;Aldeias Altas;Municipal;Total;172,92;181,97;177,445
21;Maranhão;2100402;Altamira do Maranhão;Municipal;Total;175,82;186,28;181,05
21;Maranhão;2100436;Alto Alegre do Maranhão;Municipal;Total;168,49;179,2;173,845
21;Maranhão;2100477;Alto Alegre do Pindaré;Municipal;Total;184,88;204,01;194,445
21;Maranhão;2100501;Alto Parnaíba;Municipal;Total;198,13;205,7;201,915
21;Maranhão;2100550;Amapá do Maranhão;Municipal;Total;167,83;173,87;170,85
21;Maranhão;2100600;Amarante do Maranhão;Municipal;Total;168,69;183,33;176,01
21;Maranhão;2100709;Anajatuba;Municipal;Total;168,7;180,38;174,54
21;Maranhão;2100808;Anapurus;Municipal;Total;152,47;163,53;158
21;Maranhão;2100832;Apicum-Açu;Municipal;Total;181,42;187,94;184,68
21;Maranhão;2100873;Araguanã;Municipal;Total;170,07;177,05;173,56
21;Maranhão;2100907;Araioses;Municipal;Total;173,14;178,76;175,95
21;Maranhão;2100956;Arame;Municipal;Total;155,83;171,19;163,51
21;Maranhão;2101004;Arari;Municipal;Total;192,25;198,63;195,44
21;Maranhão;2101103;Axixá;Municipal;Total;173,74;180,33;177,035
21;Maranhão;2101202;Bacabal;Municipal;Total;182,89;194,98;188,935
21;Maranhão;2101251;Bacabeira;Municipal;Total;183,86;184,61;184,235
21;Maranhão;2101301;Bacuri;Municipal;Total;171,45;180,52;175,985
21;Maranhão;2101350;Bacurituba;Municipal;Total;180,88;188,29;184,585
21;Maranhão;2101400;Balsas;Municipal;Total;183,37;191,64;187,505
21;Maranhão;2101509;Barão de Grajaú;Municipal;Total;199,26;203,29;201,275
21;Maranhão;2101608;Barra do Corda;Municipal;Total;181,74;189,43;185,585
21;Maranhão;2101707;Barreirinhas;Municipal;Total;171,19;182,37;176,78
21;Maranhão;2101731;Belágua;Municipal;Total;153,61;162,88;158,245
21;Maranhão;2101772;Bela Vista do Maranhão;Municipal;Total;169,07;181,11;175,09
21;Maranhão;2101806;Benedito Leite;Municipal;Total;180,96;191,22;186,09
21;Maranhão;2101905;Bequimão;Municipal;Total;177,35;182,3;179,825
21;Maranhão;2101939;Bernardo do Mearim;Municipal;Total;180,4;193,88;187,14
21;Maranhão;2101970;Boa Vista do Gurupi;Municipal;Total;175,02;177,23;176,125
21;Maranhão;2102002;Bom Jardim;Municipal;Total;169,58;180;174,79
21;Maranhão;2102036;Bom Jesus das Selvas;Municipal;Total;169,54;179,4;174,47
21;Maranhão;2102077;Bom Lugar;Municipal;Total;175,74;196,72;186,23
21;Maranhão;2102101;Brejo;Municipal;Total;161,35;170,63;165,99
21;Maranhão;2102150;Brejo de Areia;Municipal;Total;154,74;171,77;163,255
21;Maranhão;2102200;Buriti;Municipal;Total;164,37;171,79;168,08
21;Maranhão;2102309;Buriti Bravo;Municipal;Total;195,85;203,99;199,92
21;Maranhão;2102325;Buriticupu;Municipal;Total;168,44;178,74;173,59
21;Maranhão;2102358;Buritirana;Municipal;Total;180,9;185,38;183,14
21;Maranhão;2102374;Cachoeira Grande;Municipal;Total;169,06;173,23;171,145
21;Maranhão;2102408;Cajapió;Municipal;Total;159,26;168,83;164,045
21;Maranhão;2102507;Cajari;Municipal;Total;169,3;175,21;172,255
21;Maranhão;2102556;Campestre do Maranhão;Municipal;Total;193,52;195,55;194,535
21;Maranhão;2102606;Cândido Mendes;Municipal;Total;170,62;178,21;174,415
21;Maranhão;2102705;Cantanhede;Municipal;Total;179,79;186,87;183,33
21;Maranhão;2102754;Capinzal do Norte;Municipal;Total;177,89;182,14;180,015
21;Maranhão;2102804;Carolina;Municipal;Total;180,17;191,52;185,845
21;Maranhão;2102903;Carutapera;Municipal;Total;193,21;201,39;197,3
21;Maranhão;2103000;Caxias;Municipal;Total;191,84;196,03;193,935
21;Maranhão;2103109;Cedral;Municipal;Total;187,85;194,16;191,005
21;Maranhão;2103125;Central do Maranhão;Municipal;Total;174,1;176,82;175,46
21;Maranhão;2103158;Centro do Guilherme;Municipal;Total;159,16;171,42;165,29
21;Maranhão;2103174;Centro Novo do Maranhão;Municipal;Total;160,8;170,23;165,515
21;Maranhão;2103208;Chapadinha;Municipal;Total;172,42;177,83;175,125
21;Maranhão;2103257;Cidelândia;Municipal;Total;181,49;186,27;183,88
21;Maranhão;2103307;Codó;Municipal;Total;178,52;187,5;183,01
21;Maranhão;2103406;Coelho Neto;Municipal;Total;167,73;181,05;174,39
21;Maranhão;2103505;Colinas;Municipal;Total;165,44;174,72;170,08
21;Maranhão;2103554;Conceição do Lago-Açu;Municipal;Total;158,53;170,89;164,71
21;Maranhão;2103604;Coroatá;Municipal;Total;175,1;182,51;178,805
21;Maranhão;2103703;Cururupu;Municipal;Total;186,12;192,06;189,09
21;Maranhão;2103752;Davinópolis;Municipal;Total;180,2;190,92;185,56
21;Maranhão;2103802;Dom Pedro;Municipal;Total;187,03;196,41;191,72
21;Maranhão;2103901;Duque Bacelar;Municipal;Total;193,48;210,26;201,87
21;Maranhão;2104008;Esperantinópolis;Municipal;Total;172,72;181,88;177,3
21;Maranhão;2104057;Estreito;Municipal;Total;187,21;193,38;190,295
21;Maranhão;2104073;Feira Nova do Maranhão;Municipal;Total;182,52;192,6;187,56
21;Maranhão;2104081;Fernando Falcão;Municipal;Total;175,93;182,8;179,365
21;Maranhão;2104099;Formosa da Serra Negra;Municipal;Total;188,29;200,03;194,16
21;Maranhão;2104107;Fortaleza dos Nogueiras;Municipal;Total;184,24;194,89;189,565
21;Maranhão;2104206;Fortuna;Municipal;Total;182,85;193,06;187,955
21;Maranhão;2104305;Godofredo Viana;Municipal;Total;178,59;186,48;182,535
21;Maranhão;2104404;Gonçalves Dias;Municipal;Total;166,25;178,4;172,325
21;Maranhão;2104503;Governador Archer;Municipal;Total;183,57;190,68;187,125
21;Maranhão;2104552;Governador Edison Lobão;Municipal;Total;188,54;197,24;192,89
21;Maranhão;2104602;Governador Eugênio Barros;Municipal;Total;162,81;174,52;168,665
21;Maranhão;2104628;Governador Luiz Rocha;Municipal;Total;166,83;174,76;170,795
21;Maranhão;2104651;Governador Newton Bello;Municipal;Total;167,36;180,85;174,105
21;Maranhão;2104677;Governador Nunes Freire;Municipal;Total;167,16;177,94;172,55
21;Maranhão;2104701;Graça Aranha;Municipal;Total;177,39;188,35;182,87
21;Maranhão;2104800;Grajaú;Municipal;Total;170,42;177,68;174,05
21;Maranhão;2104909;Guimarães;Municipal;Total;175,56;183,45;179,505
21;Maranhão;2105005;Humberto de Campos;Municipal;Total;174,98;180,69;177,835
21;Maranhão;2105104;Icatu;Municipal;Total;166,35;176,44;171,395
21;Maranhão;2105153;Igarapé do Meio;Municipal;Total;174,96;178,01;176,485
21;Maranhão;2105203;Igarapé Grande;Municipal;Total;177,32;186,33;181,825
21;Maranhão;2105302;Imperatriz;Municipal;Total;199,12;203,28;201,2
21;Maranhão;2105351;Itaipava do Grajaú;Municipal;Total;164,87;173,91;169,39
21;Maranhão;2105401;Itapecuru Mirim;Municipal;Total;167,69;173,29;170,49
21;Maranhão;2105427;Itinga do Maranhão;Municipal;Total;184,9;188,27;186,585
21;Maranhão;2105450;Jatobá;Municipal;Total;175,74;185,28;180,51
21;Maranhão;2105476;Jenipapo dos Vieiras;Municipal;Total;170,93;180,07;175,5
21;Maranhão;2105500;João Lisboa;Municipal;Total;178,5;186,77;182,635
21;Maranhão;2105609;Joselândia;Municipal;Total;169,19;180,84;175,015
21;Maranhão;2105658;Junco do Maranhão;Municipal;Total;183,76;190,85;187,305
21;Maranhão;2105708;Lago da Pedra;Municipal;Total;177,97;185,53;181,75
21;Maranhão;2105807;Lago do Junco;Municipal;Total;194,57;203,1;198,835
21;Maranhão;2105906;Lago Verde;Municipal;Total;163,25;179,16;171,205
21;Maranhão;2105922;Lagoa do Mato;Municipal;Total;193,16;224;208,58
21;Maranhão;2105948;Lago dos Rodrigues;Municipal;Total;189,28;198,87;194,075
21;Maranhão;2105963;Lagoa Grande do Maranhão;Municipal;Total;170,16;175,04;172,6
21;Maranhão;2105989;Lajeado Novo;Municipal;Total;181,69;188,52;185,105
21;Maranhão;2106003;Lima Campos;Municipal;Total;179,98;186,85;183,415
21;Maranhão;2106102;Loreto;Municipal;Total;167,51;178,76;173,135
21;Maranhão;2106201;Luís Domingues;Municipal;Total;176,07;180,45;178,26
21;Maranhão;2106300;Magalhães de Almeida;Municipal;Total;178,62;186,25;182,435
21;Maranhão;2106326;Maracaçumé;Municipal;Total;165,72;176,15;170,935
21;Maranhão;2106359;Marajá do Sena;Municipal;Total;168,26;183,4;175,83
21;Maranhão;2106375;Maranhãozinho;Municipal;Total;174,32;187,82;181,07
21;Maranhão;2106409;Mata Roma;Municipal;Total;165,62;174,38;170
21;Maranhão;2106508;Matinha;Municipal;Total;169,67;176,88;173,275
21;Maranhão;2106607;Matões;Municipal;Total;169,15;177,68;173,415
21;Maranhão;2106631;Matões do Norte;Municipal;Total;201,68;203,21;202,445
21;Maranhão;2106672;Milagres do Maranhão;Municipal;Total;156,69;171,58;164,135
21;Maranhão;2106706;Mirador;Municipal;Total;160,59;172,19;166,39
21;Maranhão;2106755;Miranda do Norte;Municipal;Total;195,05;198,81;196,93
21;Maranhão;2106805;Mirinzal;Municipal;Total;176,42;180,04;178,23
21;Maranhão;2106904;Monção;Municipal;Total;167,63;176,29;171,96
21;Maranhão;2107001;Montes Altos;Municipal;Total;175,79;184,26;180,025
21;Maranhão;2107100;Morros;Municipal;Total;165,32;170,51;167,915
21;Maranhão;2107209;Nina Rodrigues;Municipal;Total;175,21;182,93;179,07
21;Maranhão;2107258;Nova Colinas;Municipal;Total;190,57;195,91;193,24
21;Maranhão;2107308;Nova Iorque;Municipal;Total;161,37;179,97;170,67
21;Maranhão;2107357;Nova Olinda do Maranhão;Municipal;Total;188,07;189,92;188,995
21;Maranhão;2107407;Olho d'Água das Cunhãs;Municipal;Total;170,58;181,22;175,9
21;Maranhão;2107456;Olinda Nova do Maranhão;Municipal;Total;167,12;174,8;170,96
21;Maranhão;2107506;Paço do Lumiar;Municipal;Total;187,76;193,56;190,66
21;Maranhão;2107605;Palmeirândia;Municipal;Total;166,36;176,87;171,615
21;Maranhão;2107704;Paraibano;Municipal;Total;178,16;192,36;185,26
21;Maranhão;2107803;Parnarama;Municipal;Total;167,19;180,01;173,6
21;Maranhão;2107902;Passagem Franca;Municipal;Total;184,87;197,73;191,3
21;Maranhão;2108009;Pastos Bons;Municipal;Total;186,45;196,17;191,31
21;Maranhão;2108058;Paulino Neves;Municipal;Total;167,62;171,82;169,72
21;Maranhão;2108108;Paulo Ramos;Municipal;Total;162,3;171,75;167,025
21;Maranhão;2108207;Pedreiras;Municipal;Total;183,66;190,73;187,195
21;Maranhão;2108256;Pedro do Rosário;Municipal;Total;160,57;167,76;164,165
21;Maranhão;2108306;Penalva;Municipal;Total;181,05;187,66;184,355
21;Maranhão;2108405;Peri Mirim;Municipal;Total;172,52;179,93;176,225
21;Maranhão;2108454;Peritoró;Municipal;Total;154,87;168;161,435
21;Maranhão;2108504;Pindaré-Mirim;Municipal;Total;165,43;173,93;169,68
21;Maranhão;2108603;Pinheiro;Municipal;Total;183,55;187,51;185,53
21;Maranhão;2108702;Pio XII;Municipal;Total;159,34;168,34;163,84
21;Maranhão;2108801;Pirapemas;Municipal;Total;174,51;184,31;179,41
21;Maranhão;2108900;Poção de Pedras;Municipal;Total;175,04;187,3;181,17
21;Maranhão;2109007;Porto Franco;Municipal;Total;208,31;219,94;214,125
21;Maranhão;2109056;Porto Rico do Maranhão;Municipal;Total;179,74;185,93;182,835
21;Maranhão;2109106;Presidente Dutra;Municipal;Total;172,08;185,01;178,545
21;Maranhão;2109205;Presidente Juscelino;Municipal;Total;178,42;185,79;182,105
21;Maranhão;2109239;Presidente Médici;Municipal;Total;181,16;188,88;185,02
21;Maranhão;2109270;Presidente Sarney;Municipal;Total;166,24;177,48;171,86
21;Maranhão;2109304;Presidente Vargas;Municipal;Total;163,44;173,35;168,395
21;Maranhão;2109403;Primeira Cruz;Municipal;Total;172;181,47;176,735
21;Maranhão;2109452;Raposa;Municipal;Total;175,34;180,79;178,065
21;Maranhão;2109502;Riachão;Municipal;Total;180,91;190,35;185,63
21;Maranhão;2109551;Ribamar Fiquene;Municipal;Total;178,54;186,4;182,47
21;Maranhão;2109601;Rosário;Municipal;Total;184,08;195,1;189,59
21;Maranhão;2109700;Sambaíba;Municipal;Total;173,54;184,15;178,845
21;Maranhão;2109759;Santa Filomena do Maranhão;Municipal;Total;165,37;171,74;168,555
21;Maranhão;2109809;Santa Helena;Municipal;Total;171,34;178,44;174,89
21;Maranhão;2109908;Santa Inês;Municipal;Total;171,5;179,31;175,405
21;Maranhão;2110005;Santa Luzia;Municipal;Total;176,31;183,93;180,12
21;Maranhão;2110039;Santa Luzia do Paruá;Municipal;Total;163,89;172,86;168,375
21;Maranhão;2110104;Santa Quitéria do Maranhão;Municipal;Total;158,29;168,16;163,225
21;Maranhão;2110203;Santa Rita;Municipal;Total;179,5;186,64;183,07
21;Maranhão;2110237;Santana do Maranhão;Municipal;Total;170,34;183,03;176,685
21;Maranhão;2110278;Santo Amaro do Maranhão;Municipal;Total;160,93;170,35;165,64
21;Maranhão;2110302;Santo Antônio dos Lopes;Municipal;Total;188,59;194,38;191,485
21;Maranhão;2110401;São Benedito do Rio Preto;Municipal;Total;166,07;174,3;170,185
21;Maranhão;2110500;São Bento;Municipal;Total;178,47;186,66;182,565
21;Maranhão;2110609;São Bernardo;Municipal;Total;174,04;181,53;177,785
21;Maranhão;2110658;São Domingos do Azeitão;Municipal;Total;162,72;177,79;170,255
21;Maranhão;2110708;São Domingos do Maranhão;Municipal;Total;173,66;183,31;178,485
21;Maranhão;2110807;São Félix de Balsas;Municipal;Total;169,2;179,74;174,47
21;Maranhão;2110856;São Francisco do Brejão;Municipal;Total;197,43;207,74;202,585
21;Maranhão;2110906;São Francisco do Maranhão;Municipal;Total;163,7;174,59;169,145
21;Maranhão;2111003;São João Batista;Municipal;Total;168,59;176,42;172,505
21;Maranhão;2111029;São João do Carú;Municipal;Total;163,75;171,77;167,76
21;Maranhão;2111052;São João do Paraíso;Municipal;Total;180,97;184,43;182,7
21;Maranhão;2111078;São João do Soter;Municipal;Total;163,57;176,42;169,995
21;Maranhão;2111102;São João dos Patos;Municipal;Total;193,47;196,79;195,13
21;Maranhão;2111201;São José de Ribamar;Municipal;Total;200,51;208,6;204,555
21;Maranhão;2111250;São José dos Basílios;Municipal;Total;168,53;181,9;175,215
21;Maranhão;2111300;São Luís;Municipal;Total;186,7;192,43;189,565
21;Maranhão;2111409;São Luís Gonzaga do Maranhão;Municipal;Total;179,28;185,83;182,555
